RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
148,CA-89081,2019-05-28,2019-05-30,Standard Class,C-9003,Customer 148,Corporate,United States,Houston,Texas,77428,East,P-8022,Technology,Copiers,Product 148,1831.64,8,0.26,179.95
149,CA-53638,2019-05-29,2019-05-31,Standard Class,C-6141,Customer 149,Consumer,United States,Miami,Florida,95340,West,P-9185,Technology,Phones,Product 149,120.63,2,0.21,19.32
150,CA-40253,2019-05-30,2019-06-01,First Class,C-8155,Customer 150,Home Office,United States,Chicago,Illinois,93993,South,P-3041,Office Supplies,Storage,Product 150,1624.78,7,0.2,284.94
151,CA-27974,2019-05-31,2019-06-02,Same Day,C-7191,Customer 151,Consumer,United States,New York,New York,24395,East,P-6255,Furniture,Chairs,Product 151,151.04,1,0.17,6.36
152,CA-50227,2019-06-01,2019-06-03,Standard Class,C-5046,Customer 152,Consumer,United States,Miami,Florida,13223,West,P-7708,Office Supplies,Binders,Product 152,674.71,3,0.0,106.47
153,CA-91016,2019-06-02,2019-06-04,First Class,C-6135,Customer 153,Home Office,United States,New York,New York,53296,West,P-4267,Office Supplies,Paper,Product 153,64.16,2,0.27,10.84
154,CA-69050,2019-06-03,2019-06-05,First Class,C-9025,Customer 154,Corporate,United States,Houston,Texas,13892,East,P-1304,Technology,Phones,Product 154,1824.85,2,0.25,321.55
155,CA-54051,2019-06-04,2019-06-06,Standard Class,C-1016,Customer 155,Corporate,United States,Houston,Texas,81864,South,P-8184,Furniture,Chairs,Product 155,1419.44,2,0.06,193.73
156,CA-38229,2019-06-05,2019-06-07,Same Day,C-4189,Customer 156,Consumer,United States,New York,New York,86505,Central,P-6983,Furniture,Chairs,Product 156,750.89,4,0.05,182.07
157,CA-90367,2019-06-06,2019-06-08,Same Day,C-9315,Customer 157,Home Office,United States,Houston,Texas,83042,West,P-3262,Furniture,Bookcases,Product 157,767.36,6,0.01,161.49
158,CA-37422,2019-06-07,2019-06-09,Standard Class,C-2122,Customer 158,Home Office,United States,Houston,Texas,96795,East,P-6595,Technology,Phones,Product 158,1286.89,1,0.11,340.51
159,CA-15400,2019-06-08,2019-06-10,First Class,C-9830,Customer 159,Corporate,United States,Houston,Texas,88253,Central,P-8370,Furniture,Chairs,Product 159,197.5,7,0.3,24.63
160,CA-39747,2019-06-09,2019-06-11,Same Day,C-7948,Customer 160,Home Office,United States,Los Angeles,California,45381,West,P-8516,Furniture,Bookcases,Product 160,307.2,7,0.03,42.87
161,CA-94074,2019-06-10,2019-06-12,Second Class,C-9516,Customer 161,Home Office,United States,New York,New York,16898,South,P-8670,Technology,Phones,Product 161,1697.5,1,0.17,394.26
162,CA-61215,2019-06-11,2019-06-13,First Class,C-4307,Customer 162,Consumer,United States,Miami,Florida,80857,Central,P-7274,Office Supplies,Paper,Product 162,420.58,9,0.08,58.38
163,CA-19938,2019-06-12,2019-06-14,Same Day,C-3646,Customer 163,Consumer,United States,Chicago,Illinois,20829,East,P-7237,Technology,Accessories,Product 163,1458.8,8,0.26,226.8
164,CA-90197,2019-06-13,2019-06-15,First Class,C-1999,Customer 164,Corporate,United States,New York,New York,63127,Central,P-1799,Technology,Accessories,Product 164,467.09,2,0.15,101.82
165,CA-84797,2019-06-14,2019-06-16,Second Class,C-1156,Customer 165,Corporate,United States,New York,New York,92316,Central,P-1554,Office Supplies,Binders,Product 165,194.53,7,0.26,23.77
166,CA-83812,2019-06-15,2019-06-17,Standard Class,C-8662,Customer 166,Consumer,United States,New York,New York,70465,West,P-1315,Office Supplies,Binders,Product 166,1802.06,2,0.28,208.19
167,CA-37334,2019-06-16,2019-06-18,Second Class,C-4340,Customer 167,Home Office,United States,Chicago,Illinois,31057,West,P-3787,Office Supplies,Binders,Product 167,1805.31,4,0.19,178.6
168,CA-26500,2019-06-17,2019-06-19,First Class,C-7435,Customer 168,Home Office,United States,New York,New York,41990,East,P-8346,Furniture,Tables,Product 168,1218.52,5,0.08,325.7
169,CA-59554,2019-06-18,2019-06-20,Standard Class,C-6389,Customer 169,Consumer,United States,Houston,Texas,38037,South,P-4404,Office Supplies,Storage,Product 169,934.83,3,0.13,232.6
170,CA-12830,2019-06-19,2019-06-21,Second Class,C-5749,Customer 170,Consumer,United States,Miami,Florida,62673,West,P-2555,Office Supplies,Paper,Product 170,1114.46,7,0.19,150.27
171,CA-42492,2019-06-20,2019-06-22,Same Day,C-4822,Customer 171,Consumer,United States,Miami,Florida,86658,Central,P-4917,Technology,Copiers,Product 171,828.09,7,0.2,87.32
172,CA-81008,2019-06-21,2019-06-23,Second Class,C-8289,Customer 172,Consumer,United States,Houston,Texas,42052,Central,P-8620,Office Supplies,Binders,Product 172,1519.21,6,0.02,122.0
173,CA-62045,2019-06-22,2019-06-24,First Class,C-1054,Customer 173,Home Office,United States,Miami,Florida,58785,East,P-3259,Technology,Copiers,Product 173,1514.03,7,0.11,228.32
174,CA-24632,2019-06-23,2019-06-25,Same Day,C-2729,Customer 174,Home Office,United States,Houston,Texas,23088,West,P-7875,Technology,Copiers,Product 174,1641.58,3,0.16,377.14
175,CA-92887,2019-06-24,2019-06-26,Second Class,C-3007,Customer 175,Corporate,United States,Miami,Florida,15735,South,P-6436,Technology,Phones,Product 175,1055.39,7,0.1,253.89
176,CA-58646,2019-06-25,2019-06-27,First Class,C-3165,Customer 176,Consumer,United States,Houston,Texas,70824,West,P-2153,Office Supplies,Paper,Product 176,1606.66,7,0.17,105.42
177,CA-67459,2019-06-26,2019-06-28,Standard Class,C-7449,Customer 177,Corporate,United States,Miami,Florida,38442,East,P-3205,Office Supplies,Storage,Product 177,328.32,9,0.05,53.48
178,CA-94160,2019-06-27,2019-06-29,Second Class,C-3928,Customer 178,Home Office,United States,Miami,Florida,77240,South,P-6311,Furniture,Bookcases,Product 178,79.67,2,0.01,20.03
179,CA-47407,2019-06-28,2019-06-30,Standard Class,C-9602,Customer 179,Corporate,United States,Houston,Texas,59022,West,P-6121,Technology,Copiers,Product 179,1303.15,3,0.1,303.47
180,CA-27363,2019-06-29,2019-07-01,Same Day,C-8520,Customer 180,Home Office,United States,Chicago,Illinois,18249,Central,P-6579,Office Supplies,Storage,Product 180,228.84,4,0.17,53.86
181,CA-34808,2019-06-30,2019-07-02,Standard Class,C-3234,Customer 181,Home Office,United States,Chicago,Illinois,51593,East,P-8688,Office Supplies,Storage,Product 181,1110.33,8,0.0,111.9
182,CA-61505,2019-07-01,2019-07-03,First Class,C-3185,Customer 182,Corporate,United States,New York,New York,38615,South,P-3279,Furniture,Tables,Product 182,1447.83,1,0.18,182.49
183,CA-80131,2019-07-02,2019-07-04,Same Day,C-5295,Customer 183,Corporate,United States,Chicago,Illinois,47834,South,P-7121,Furniture,Tables,Product 183,826.03,2,0.11,212.17
184,CA-36174,2019-07-03,2019-07-05,Second Class,C-8291,Customer 184,Consumer,United States,Miami,Florida,92375,West,P-3137,Furniture,Bookcases,Product 184,106.87,2,0.3,8.81
185,CA-68906,2019-07-04,2019-07-06,Standard Class,C-7676,Customer 185,Home Office,United States,Los Angeles,California,37838,South,P-5035,Technology,Copiers,Product 185,1776.52,2,0.23,182.9
186,CA-78745,2019-07-05,2019-07-07,Same Day,C-2476,Customer 186,Consumer,United States,Chicago,Illinois,57373,Central,P-5324,Furniture,Bookcases,Product 186,105.63,2,0.09,10.23
187,CA-11120,2019-07-06,2019-07-08,Same Day,C-4589,Customer 187,Consumer,United States,Miami,Florida,65604,South,P-1783,Furniture,Tables,Product 187,1811.41,7,0.29,237.51
188,CA-98411,2019-07-07,2019-07-09,Second Class,C-6083,Customer 188,Home Office,United States,Miami,Florida,72567,East,P-3972,Technology,Accessories,Product 188,124.21,6,0.08,20.85
189,CA-38651,2019-07-08,2019-07-10,Second Class,C-9764,Customer 189,Corporate,United States,Miami,Florida,87649,Central,P-2385,Office Supplies,Storage,Product 189,1475.62,7,0.03,363.98
190,CA-69259,2019-07-09,2019-07-11,Second Class,C-9100,Customer 190,Consumer,United States,Houston,Texas,47416,Central,P-2975,Technology,Phones,Product 190,1851.2,6,0.01,280.78
191,CA-20427,2019-07-10,2019-07-12,Second Class,C-8770,Customer 191,Consumer,United States,Miami,Florida,19358,West,P-1991,Technology,Copiers,Product 191,1815.82,1,0.24,155.33
192,CA-71250,2019-07-11,2019-07-13,Standard Class,C-7251,Customer 192,Home Office,United States,New York,New York,55200,Central,P-7560,Furniture,Tables,Product 192,1788.9,6,0.1,414.88
193,CA-19539,2019-07-12,2019-07-14,Same Day,C-1714,Customer 193,Corporate,United States,Chicago,Illinois,47714,South,P-5689,Office Supplies,Binders,Product 193,1768.5,4,0.3,262.91
194,CA-82069,2019-07-13,2019-07-15,Second Class,C-2583,Customer 194,Corporate,United States,Miami,Florida,97988,South,P-4447,Technology,Accessories,Product 194,1030.61,9,0.19,74.35
195,CA-66794,2019-07-14,2019-07-16,Same Day,C-4634,Customer 195,Consumer,United States,Houston,Texas,10793,West,P-7998,Office Supplies,Paper,Product 195,1124.23,6,0.05,205.64
196,CA-52197,2019-07-15,2019-07-17,Same Day,C-2668,Customer 196,Home Office,United States,Chicago,Illinois,90656,South,P-8196,Technology,Copiers,Product 196,1247.04,9,0.1,185.15
197,CA-80536,2019-07-16,2019-07-18,First Class,C-1364,Customer 197,Consumer,United States,Los Angeles,California,49537,South,P-8501,Furniture,Chairs,Product 197,1793.98,8,0.15,398.67
198,CA-81368,2019-07-17,2019-07-19,First Class,C-9736,Customer 198,Corporate,United States,Houston,Texas,64906,Central,P-5667,Technology,Accessories,Product 198,1679.56,5,0.22,262.55
199,CA-12797,2019-07-18,2019-07-20,Second Class,C-8008,Customer 199,Consumer,United States,Los Angeles,California,22520,West,P-5209,Technology,Phones,Product 199,1570.3,7,0.18,319.06
200,CA-69782,2019-07-19,2019-07-21,Second Class,C-3156,Customer 200,Home Office,United States,Chicago,Illinois,68246,West,P-8455,Office Supplies,Storage,Product 200,1357.93,8,0.08,207.24
201,CA-47342,2019-07-20,2019-07-22,First Class,C-5277,Customer 201,Consumer,United States,Houston,Texas,46291,South,P-8631,Furniture,Chairs,Product 201,1244.4,5,0.14,315.81
202,CA-62854,2019-07-21,2019-07-23,Same Day,C-6956,Customer 202,Corporate,United States,Chicago,Illinois,58139,South,P-5697,Technology,Accessories,Product 202,1846.48,8,0.06,433.83
203,CA-25236,2019-07-22,2019-07-24,Second Class,C-4232,Customer 203,Home Office,United States,Houston,Texas,51830,East,P-3661,Furniture,Chairs,Product 203,401.44,9,0.1,72.13
204,CA-29213,2019-07-23,2019-07-25,Standard Class,C-2299,Customer 204,Home Office,United States,Los Angeles,California,63727,West,P-1719,Office Supplies,Storage,Product 204,401.6,5,0.09,92.54
205,CA-15152,2019-07-24,2019-07-26,Second Class,C-3020,Customer 205,Home Office,United States,Los Angeles,California,35609,Central,P-6720,Technology,Phones,Product 205,1965.29,8,0.27,186.63
206,CA-42943,2019-07-25,2019-07-27,Second Class,C-6145,Customer 206,Home Office,United States,New York,New York,74054,South,P-1632,Office Supplies,Storage,Product 206,1115.25,9,0.24,249.5
207,CA-64235,2019-07-26,2019-07-28,Standard Class,C-9068,Customer 207,Home Office,United States,Miami,Florida,82825,East,P-4506,Furniture,Tables,Product 207,977.08,1,0.16,126.19
208,CA-54282,2019-07-27,2019-07-29,Second Class,C-2740,Customer 208,Consumer,United States,New York,New York,15055,East,P-2683,Office Supplies,Storage,Product 208,1704.18,7,0.05,230.86
209,CA-49646,2019-07-28,2019-07-30,Same Day,C-9929,Customer 209,Home Office,United States,Houston,Texas,25785,Central,P-3858,Furniture,Chairs,Product 209,1702.54,7,0.18,344.68
210,CA-52804,2019-07-29,2019-07-31,Standard Class,C-3282,Customer 210,Corporate,United States,Los Angeles,California,78196,South,P-8905,Office Supplies,Paper,Product 210,369.66,2,0.11,68.32
211,CA-59524,2019-07-30,2019-08-01,Standard Class,C-7398,Customer 211,Home Office,United States,Miami,Florida,73495,Central,P-4866,Office Supplies,Binders,Product 211,363.67,2,0.01,87.16
212,CA-51617,2019-07-31,2019-08-02,First Class,C-6498,Customer 212,Corporate,United States,Houston,Texas,22750,South,P-7183,Technology,Phones,Product 212,1594.62,8,0.21,308.5
213,CA-66898,2019-08-01,2019-08-03,Same Day,C-3202,Customer 213,Corporate,United States,New York,New York,52745,East,P-3863,Furniture,Bookcases,Product 213,1575.55,7,0.08,303.15
214,CA-61096,2019-08-02,2019-08-04,First Class,C-3954,Customer 214,Corporate,United States,Houston,Texas,21745,South,P-2735,Office Supplies,Binders,Product 214,465.87,3,0.07,113.14
215,CA-38977,2019-08-03,2019-08-05,Same Day,C-8470,Customer 215,Corporate,United States,Houston,Texas,39753,East,P-2661,Office Supplies,Binders,Product 215,1686.19,4,0.2,312.43
216,CA-60524,2019-08-04,2019-08-06,Second Class,C-2915,Customer 216,Corporate,United States,New York,New York,11136,West,P-8034,Furniture,Bookcases,Product 216,970.5,3,0.26,139.59
217,CA-37493,2019-08-05,2019-08-07,First Class,C-1152,Customer 217,Consumer,United States,Chicago,Illinois,10691,East,P-8853,Furniture,Tables,Product 217,950.58,4,0.08,210.14
218,CA-61215,2019-08-06,2019-08-08,Second Class,C-7593,Customer 218,Corporate,United States,Los Angeles,California,61909,Central,P-8585,Furniture,Chairs,Product 218,1971.67,5,0.23,264.86
219,CA-35562,2019-08-07,2019-08-09,Second Class,C-9685,Customer 219,Corporate,United States,Miami,Florida,34773,East,P-2358,Office Supplies,Paper,Product 219,1048.04,1,0.27,131.07
220,CA-82336,2019-08-08,2019-08-10,First Class,C-5258,Customer 220,Corporate,United States,Chicago,Illinois,48896,South,P-1486,Technology,Accessories,Product 220,291.35,6,0.06,36.95
221,CA-97465,2019-08-09,2019-08-11,First Class,C-7704,Customer 221,Consumer,United States,Los Angeles,California,14643,Central,P-9590,Technology,Accessories,Product 221,574.71,5,0.28,108.33
222,CA-24857,2019-08-10,2019-08-12,Second Class,C-7933,Customer 222,Home Office,United States,Houston,Texas,87602,Central,P-7497,Furniture,Chairs,Product 222,680.69,5,0.08,78.17
223,CA-37374,2019-08-11,2019-08-13,Second Class,C-8147,Customer 223,Corporate,United States,New York,New York,64811,West,P-7463,Technology,Accessories,Product 223,1917.76,9,0.07,201.26
224,CA-91135,2019-08-12,2019-08-14,Same Day,C-6854,Customer 224,Consumer,United States,Houston,Texas,22655,West,P-5537,Office Supplies,Binders,Product 224,542.79,3,0.11,50.67
225,CA-28738,2019-08-13,2019-08-15,Second Class,C-7839,Customer 225,Consumer,United States,Miami,Florida,32912,West,P-8340,Office Supplies,Paper,Product 225,872.2,3,0.07,174.5
226,CA-96464,2019-08-14,2019-08-16,Standard Class,C-6999,Customer 226,Consumer,United States,Los Angeles,California,94603,Central,P-5054,Technology,Copiers,Product 226,1504.28,9,0.17,124.69
227,CA-28420,2019-08-15,2019-08-17,Second Class,C-9875,Customer 227,Home Office,United States,Houston,Texas,86971,Central,P-1902,Technology,Phones,Product 227,562.71,8,0.14,129.16
228,CA-33067,2019-08-16,2019-08-18,Second Class,C-5099,Customer 228,Consumer,United States,Houston,Texas,85143,South,P-3091,Technology,Phones,Product 228,1409.25,9,0.2,253.12
229,CA-37630,2019-08-17,2019-08-19,Second Class,C-1532,Customer 229,Corporate,United States,Chicago,Illinois,31544,Central,P-4229,Technology,Copiers,Product 229,430.88,8,0.22,83.17
230,CA-17617,2019-08-18,2019-08-20,First Class,C-5644,Customer 230,Corporate,United States,Chicago,Illinois,59408,West,P-3299,Office Supplies,Binders,Product 230,500.18,7,0.02,41.77
231,CA-47246,2019-08-19,2019-08-21,First Class,C-4008,Customer 231,Corporate,United States,Houston,Texas,29505,East,P-8596,Office Supplies,Paper,Product 231,1972.94,2,0.05,100.73
232,CA-33996,2019-08-20,2019-08-22,Standard Class,C-2374,Customer 232,Home Office,United States,Los Angeles,California,99620,South,P-9905,Office Supplies,Binders,Product 232,750.51,5,0.24,40.11
233,CA-22692,2019-08-21,2019-08-23,Second Class,C-2018,Customer 233,Consumer,United States,Los Angeles,California,39870,South,P-2681,Furniture,Bookcases,Product 233,1464.78,7,0.02,314.77
234,CA-17425,2019-08-22,2019-08-24,Same Day,C-4522,Customer 234,Corporate,United States,Los Angeles,California,60762,East,P-8708,Office Supplies,Paper,Product 234,1683.32,5,0.2,102.11
235,CA-40265,2019-08-23,2019-08-25,Same Day,C-8250,Customer 235,Corporate,United States,Los Angeles,California,24436,South,P-9590,Technology,Copiers,Product 235,706.77,1,0.2,95.02
236,CA-74498,2019-08-24,2019-08-26,Second Class,C-5374,Customer 236,Corporate,United States,Houston,Texas,81203,West,P-6822,Furniture,Bookcases,Product 236,727.2,6,0.22,142.23
237,CA-87918,2019-08-25,2019-08-27,Second Class,C-8393,Customer 237,Home Office,United States,New York,New York,24582,West,P-3874,Technology,Copiers,Product 237,1550.72,6,0.07,201.06
238,CA-84807,2019-08-26,2019-08-28,Second Class,C-4171,Customer 238,Corporate,United States,Houston,Texas,57946,South,P-8733,Furniture,Tables,Product 238,1221.86,6,0.05,71.69
239,CA-81956,2019-08-27,2019-08-29,Second Class,C-7951,Customer 239,Consumer,United States,Miami,Florida,67552,South,P-9423,Technology,Copiers,Product 239,736.27,3,0.13,173.5
240,CA-34377,2019-08-28,2019-08-30,Second Class,C-5905,Customer 240,Consumer,United States,Houston,Texas,87807,South,P-8099,Office Supplies,Paper,Product 240,1504.14,1,0.01,338.12
241,CA-14019,2019-08-29,2019-08-31,First Class,C-6949,Customer 241,Home Office,United States,New York,New York,71177,Central,P-1003,Office Supplies,Paper,Product 241,1730.14,7,0.25,76.3
242,CA-49615,2019-08-30,2019-09-01,Standard Class,C-7799,Customer 242,Home Office,United States,Miami,Florida,68043,Central,P-4206,Office Supplies,Binders,Product 242,485.38,6,0.22,49.64
243,CA-94236,2019-08-31,2019-09-02,First Class,C-9121,Customer 243,Home Office,United States,Miami,Florida,63292,Central,P-1499,Furniture,Tables,Product 243,68.23,5,0.27,7.13
244,CA-80400,2019-09-01,2019-09-03,Same Day,C-2207,Customer 244,Consumer,United States,New York,New York,47649,East,P-1412,Office Supplies,Binders,Product 244,562.81,3,0.02,147.36
245,CA-68455,2019-09-02,2019-09-04,First Class,C-3614,Customer 245,Home Office,United States,New York,New York,27271,East,P-6092,Office Supplies,Paper,Product 245,1355.49,6,0.28,69.74
246,CA-83769,2019-09-03,2019-09-05,First Class,C-2289,Customer 246,Home Office,United States,Chicago,Illinois,36413,West,P-6652,Furniture,Tables,Product 246,1832.2,9,0.23,342.1
247,CA-38168,2019-09-04,2019-09-06,Standard Class,C-3650,Customer 247,Consumer,United States,Miami,Florida,71257,South,P-2578,Furniture,Chairs,Product 247,1728.87,8,0.03,492.26
248,CA-75324,2019-09-05,2019-09-07,Same Day,C-5905,Customer 248,Corporate,United States,Miami,Florida,79538,South,P-3807,Office Supplies,Paper,Product 248,459.9,8,0.03,65.31
249,CA-16022,2019-09-06,2019-09-08,Same Day,C-8303,Customer 249,Home Office,United States,Los Angeles,California,75765,South,P-8238,Office Supplies,Storage,Product 249,1764.38,8,0.27,72.05
250,CA-22126,2019-09-07,2019-09-09,Second Class,C-8087,Customer 250,Corporate,United States,Houston,Texas,51463,West,P-2670,Technology,Phones,Product 250,1625.25,1,0.14,153.8
