CustomerID,Age,Gender,Tenure,ServicePlan,ContractType,MonthlyCharges,TotalCharges,Churn
478,34,Female,20,Basic,One-year,79.47,1589.4,1
479,26,Male,37,Basic,One-year,44.21,1635.77,0
480,48,Male,47,Premium,Two-year,61.64,2897.08,0
481,64,Male,13,Basic,Month-to-month,59.85,778.05,0
482,38,Female,39,Premium,Two-year,81.55,3180.45,0
483,20,Male,68,Premium,Month-to-month,34.38,2337.84,1
484,66,Male,70,Basic,Month-to-month,73.03,5112.1,1
485,38,Male,33,Premium,Month-to-month,32.58,1075.14,0
486,21,Male,72,Basic,Two-year,36.78,2648.16,0
487,35,Male,61,Premium,Month-to-month,112.05,6835.05,1
488,53,Female,17,Premium,Two-year,42.28,718.76,1
489,24,Male,8,Premium,One-year,114.63,917.04,0
490,18,Female,47,Premium,Two-year,65.6,3083.2,0
491,34,Male,68,Premium,Month-to-month,42.74,2906.32,0
492,48,Male,20,Basic,Two-year,116.34,2326.8,1
493,52,Male,38,Basic,Month-to-month,79.58,3024.04,1
494,59,Male,49,Premium,Month-to-month,77.81,3812.69,0
495,43,Female,10,Premium,Month-to-month,114.97,1149.7,0
496,61,Female,32,Basic,Two-year,37.62,1203.84,1
497,32,Female,6,Basic,Two-year,118.89,713.34,1
498,68,Female,26,Basic,Two-year,101.65,2642.9,0
499,50,Female,43,Basic,Month-to-month,68.29,2936.47,1
500,22,Female,26,Basic,Two-year,112.71,2930.46,1
501,66,Female,55,Basic,Month-to-month,109.08,5999.4,0
502,19,Male,52,Premium,Month-to-month,41.89,2178.28,1
503,56,Female,49,Premium,One-year,99.58,4879.42,0
504,35,Female,22,Basic,Month-to-month,32.65,718.3,0
505,40,Male,65,Premium,Two-year,95.94,6236.1,1
506,36,Male,22,Basic,Month-to-month,114.41,2517.02,0
507,63,Male,21,Basic,One-year,113.4,2381.4,0
508,68,Male,43,Premium,One-year,87.95,3781.85,1
509,55,Male,29,Premium,One-year,117.38,3404.02,0
510,52,Female,41,Basic,One-year,107.06,4389.46,1
511,49,Female,29,Premium,Two-year,51.94,1506.26,0
512,61,Female,51,Premium,Two-year,96.09,4900.59,0
513,25,Female,3,Basic,One-year,44.79,134.37,0
514,20,Female,25,Basic,Two-year,32.26,806.5,0
515,36,Female,71,Basic,Two-year,81.18,5763.78,1
516,50,Female,22,Basic,Month-to-month,53.81,1183.82,1
517,40,Male,24,Premium,Month-to-month,33.99,815.76,0
518,34,Male,10,Basic,Two-year,118.49,1184.9,0
519,33,Female,48,Premium,One-year,55.56,2666.88,0
520,43,Female,56,Premium,Two-year,118.99,6663.44,1
521,49,Male,43,Basic,Month-to-month,94.49,4063.07,0
522,62,Male,72,Basic,One-year,62.73,4516.56,0
523,40,Male,8,Premium,One-year,97.63,781.04,0
524,31,Female,66,Premium,One-year,49.65,3276.9,1
525,36,Male,63,Premium,Month-to-month,100.1,6306.3,0
526,29,Female,39,Basic,Month-to-month,83.66,3262.74,1
527,55,Female,36,Basic,Two-year,93.9,3380.4,0
528,28,Male,69,Premium,Two-year,103.82,7163.58,1
529,59,Male,65,Basic,One-year,37.87,2461.55,1
530,46,Male,15,Premium,Month-to-month,90.29,1354.35,0
531,49,Male,7,Premium,Month-to-month,63.29,443.03,1
532,54,Female,67,Premium,Two-year,98.4,6592.8,0
533,68,Female,8,Premium,Month-to-month,90.45,723.6,1
534,64,Male,57,Basic,Two-year,116.4,6634.8,0
535,25,Male,60,Basic,Two-year,50.95,3057.0,0
536,38,Male,60,Basic,Month-to-month,111.93,6715.8,1
537,52,Male,13,Premium,Month-to-month,89.15,1158.95,1
538,32,Male,4,Premium,Month-to-month,114.6,458.4,0
539,45,Female,21,Premium,One-year,75.14,1577.94,0
540,67,Male,31,Premium,One-year,34.76,1077.56,0
541,54,Male,56,Premium,Month-to-month,32.2,1803.2,0
542,45,Female,62,Premium,One-year,69.91,4334.42,0
543,53,Male,62,Premium,One-year,56.57,3507.34,1
544,61,Male,4,Premium,Two-year,109.78,439.12,0
545,38,Male,56,Basic,Two-year,90.86,5088.16,1
546,24,Female,36,Basic,Two-year,117.17,4218.12,0
547,27,Male,36,Basic,Two-year,51.85,1866.6,0
548,26,Male,44,Premium,One-year,96.57,4249.08,0
549,44,Female,71,Basic,One-year,67.86,4818.06,1
550,59,Female,14,Basic,Two-year,64.31,900.34,0
551,43,Female,49,Premium,One-year,50.8,2489.2,0
552,21,Female,7,Premium,Two-year,47.68,333.76,0
553,51,Male,16,Basic,Two-year,101.81,1628.96,0
554,54,Male,9,Basic,Two-year,94.51,850.59,1
555,30,Female,28,Basic,Two-year,116.92,3273.76,0
556,38,Female,9,Basic,Two-year,108.64,977.76,0
557,41,Female,35,Basic,Two-year,37.66,1318.1,1
558,37,Male,51,Basic,One-year,113.19,5772.69,1
559,18,Female,35,Basic,Month-to-month,40.97,1433.95,0
560,47,Female,68,Premium,One-year,59.56,4050.08,1
561,67,Female,59,Premium,One-year,36.81,2171.79,0
562,45,Female,28,Basic,One-year,70.35,1969.8,1
563,40,Male,31,Basic,Two-year,72.35,2242.85,0
564,23,Male,56,Basic,Two-year,47.94,2684.64,1
565,69,Male,22,Premium,One-year,33.24,731.28,1
566,58,Male,55,Basic,Two-year,78.38,4310.9,0
567,27,Female,46,Basic,One-year,59.97,2758.62,1
568,33,Male,36,Basic,One-year,82.04,2953.44,1
569,59,Male,39,Premium,One-year,102.89,4012.71,0
570,44,Female,11,Basic,One-year,79.89,878.79,1
571,21,Female,58,Premium,Two-year,52.58,3049.64,0
572,32,Male,6,Premium,Two-year,44.05,264.3,1
573,51,Male,50,Premium,One-year,107.84,5392.0,1
574,60,Female,33,Premium,One-year,64.4,2125.2,1
575,18,Female,56,Premium,Two-year,99.0,5544.0,1
576,31,Female,23,Basic,Month-to-month,108.35,2492.05,1
577,18,Female,20,Premium,Month-to-month,57.05,1141.0,0
578,70,Female,28,Premium,Two-year,66.41,1859.48,0
579,58,Female,71,Basic,Two-year,33.31,2365.01,1
580,56,Male,26,Premium,Two-year,101.96,2650.96,1
581,50,Male,25,Premium,One-year,75.15,1878.75,0
582,51,Male,37,Basic,Month-to-month,45.16,1670.92,0
583,54,Female,2,Premium,Two-year,97.4,194.8,0
584,65,Male,52,Premium,Two-year,80.14,4167.28,1
585,40,Male,32,Premium,One-year,73.75,2360.0,0
586,58,Male,34,Basic,Month-to-month,78.47,2667.98,1
587,33,Male,50,Premium,Month-to-month,66.88,3344.0,0
588,59,Female,57,Premium,Month-to-month,38.51,2195.07,1
589,53,Male,39,Premium,Two-year,113.47,4425.33,0
590,57,Female,18,Basic,One-year,95.48,1718.64,1
591,65,Male,8,Premium,Two-year,89.0,712.0,0
592,65,Female,18,Premium,One-year,65.69,1182.42,0
593,62,Male,38,Premium,Two-year,53.98,2051.24,1
594,43,Female,29,Basic,One-year,56.82,1647.78,1
595,54,Female,65,Basic,Month-to-month,109.54,7120.1,1
596,54,Male,51,Basic,Two-year,78.66,4011.66,0
597,52,Male,50,Premium,Two-year,96.3,4815.0,0
598,51,Female,6,Premium,Two-year,85.64,513.84,0
599,21,Male,55,Premium,One-year,80.54,4429.7,0
600,70,Male,29,Basic,Month-to-month,115.69,3355.01,0
601,45,Male,55,Premium,Month-to-month,56.14,3087.7,1
602,41,Male,40,Premium,One-year,94.79,3791.6,1
603,47,Male,19,Premium,Two-year,115.58,2196.02,0
604,26,Male,70,Basic,One-year,103.72,7260.4,1
605,35,Female,36,Basic,Month-to-month,79.13,2848.68,1
606,35,Male,72,Premium,One-year,77.98,5614.56,0
607,21,Female,44,Premium,Two-year,84.1,3700.4,1
608,21,Female,67,Basic,Two-year,114.65,7681.55,0
609,19,Male,72,Basic,Two-year,85.02,6121.44,1
610,62,Male,27,Premium,Two-year,31.0,837.0,1
611,67,Female,31,Premium,One-year,84.47,2618.57,1
612,41,Male,67,Premium,One-year,78.96,5290.32,0
613,36,Female,11,Premium,Month-to-month,113.4,1247.4,0
614,54,Male,55,Basic,One-year,85.98,4728.9,1
615,56,Female,70,Basic,One-year,34.33,2403.1,0
616,22,Male,36,Basic,Month-to-month,100.69,3624.84,0
617,30,Female,38,Basic,Two-year,77.29,2937.02,1
618,47,Male,49,Premium,Two-year,36.75,1800.75,0
619,52,Female,47,Basic,Two-year,107.83,5068.01,0
620,36,Male,27,Premium,One-year,35.02,945.54,1
621,51,Male,53,Basic,Two-year,93.38,4949.14,0
622,47,Female,25,Premium,Two-year,52.3,1307.5,0
623,22,Male,43,Basic,One-year,95.77,4118.11,0
624,36,Male,67,Basic,Month-to-month,50.55,3386.85,1
625,20,Female,29,Basic,Month-to-month,111.36,3229.44,0
626,42,Female,26,Basic,One-year,86.19,2240.94,1
627,43,Female,42,Basic,Two-year,37.08,1557.36,1
628,50,Male,60,Basic,Two-year,52.24,3134.4,1
629,61,Male,72,Basic,One-year,51.62,3716.64,0
630,23,Female,21,Premium,One-year,112.97,2372.37,1
631,70,Male,30,Premium,Month-to-month,54.18,1625.4,0
632,60,Female,25,Basic,Two-year,65.92,1648.0,1
633,24,Male,58,Premium,One-year,89.87,5212.46,1
634,51,Male,41,Premium,Month-to-month,45.87,1880.67,0
635,64,Female,1,Premium,Two-year,83.33,83.33,1
636,21,Male,53,Basic,Two-year,83.43,4421.79,1
637,60,Male,10,Basic,One-year,70.79,707.9,0
638,27,Female,11,Basic,Month-to-month,88.28,971.08,1
639,65,Female,70,Basic,One-year,56.33,3943.1,1
640,34,Male,57,Basic,Two-year,32.57,1856.49,0
641,53,Female,38,Premium,Month-to-month,79.38,3016.44,1
642,54,Male,3,Premium,Month-to-month,42.63,127.89,0
643,44,Male,72,Premium,One-year,100.66,7247.52,0
644,60,Male,64,Premium,Month-to-month,68.88,4408.32,0
645,22,Male,33,Basic,Two-year,118.25,3902.25,1
646,45,Male,57,Basic,Month-to-month,112.41,6407.37,1
647,26,Female,21,Basic,Month-to-month,67.28,1412.88,0
648,67,Male,54,Premium,Two-year,39.73,2145.42,1
649,35,Male,31,Premium,Month-to-month,86.52,2682.12,1
650,19,Female,41,Basic,Month-to-month,61.23,2510.43,1
651,70,Female,10,Premium,Two-year,47.55,475.5,0
652,54,Male,11,Basic,Two-year,60.56,666.16,1
653,66,Female,49,Basic,Month-to-month,86.67,4246.83,1
654,63,Female,37,Basic,Month-to-month,86.9,3215.3,1
655,39,Male,18,Basic,Month-to-month,109.61,1972.98,0
656,63,Male,65,Basic,One-year,61.14,3974.1,1
657,42,Female,26,Basic,One-year,111.35,2895.1,0
658,62,Female,25,Premium,One-year,50.57,1264.25,1
659,49,Female,29,Premium,Two-year,93.35,2707.15,0
660,35,Female,66,Basic,One-year,88.74,5856.84,1
661,70,Female,5,Basic,Two-year,80.33,401.65,0
662,49,Male,37,Basic,Month-to-month,46.74,1729.38,1
663,25,Female,53,Premium,One-year,56.44,2991.32,1
664,44,Male,6,Premium,One-year,34.74,208.44,0
665,65,Female,49,Premium,Two-year,111.83,5479.67,1
666,36,Male,63,Premium,Month-to-month,103.42,6515.46,0
667,21,Male,72,Basic,One-year,60.8,4377.6,0
668,67,Male,62,Basic,One-year,82.12,5091.44,0
669,40,Male,63,Basic,Month-to-month,94.11,5928.93,0
670,50,Male,35,Premium,One-year,77.84,2724.4,0
671,23,Female,35,Basic,Two-year,77.75,2721.25,1
672,39,Male,31,Basic,Two-year,35.45,1098.95,1
673,24,Male,72,Basic,Two-year,35.37,2546.64,1
674,56,Female,35,Premium,Month-to-month,64.36,2252.6,1
675,28,Male,25,Premium,Two-year,85.39,2134.75,1
676,66,Male,36,Basic,Two-year,63.19,2274.84,1
677,24,Male,20,Premium,Two-year,66.22,1324.4,1
678,56,Male,13,Basic,Month-to-month,59.31,771.03,0
679,29,Male,68,Premium,Two-year,65.75,4471.0,1
680,21,Female,57,Basic,One-year,61.6,3511.2,0
681,56,Male,7,Premium,Two-year,104.25,729.75,0
682,30,Female,31,Premium,Two-year,112.89,3499.59,0
683,47,Male,1,Basic,One-year,113.49,113.49,0
684,40,Female,13,Basic,Month-to-month,94.48,1228.24,1
685,54,Female,26,Premium,Month-to-month,101.31,2634.06,0
686,50,Male,51,Basic,One-year,113.3,5778.3,1
687,19,Female,6,Premium,Month-to-month,84.98,509.88,0
688,64,Female,25,Basic,One-year,69.33,1733.25,1
689,29,Female,28,Premium,One-year,93.03,2604.84,1
690,62,Female,42,Premium,One-year,116.8,4905.6,1
691,34,Male,57,Premium,Two-year,91.78,5231.46,1
692,47,Male,69,Basic,Two-year,109.41,7549.29,1
693,22,Female,34,Basic,One-year,94.74,3221.16,1
694,64,Female,41,Basic,One-year,62.84,2576.44,0
695,68,Female,58,Basic,Two-year,90.27,5235.66,0
696,21,Male,31,Premium,One-year,46.02,1426.62,1
697,22,Male,47,Basic,Month-to-month,30.08,1413.76,1
698,59,Male,13,Basic,One-year,112.74,1465.62,0
699,39,Male,31,Basic,One-year,53.59,1661.29,0
700,44,Male,51,Basic,Two-year,67.46,3440.46,1
701,39,Male,33,Basic,Month-to-month,57.95,1912.35,1
702,61,Male,43,Basic,Month-to-month,74.88,3219.84,0
703,28,Female,7,Premium,Two-year,103.68,725.76,0
704,49,Female,18,Basic,Month-to-month,84.99,1529.82,0
705,38,Female,29,Premium,Month-to-month,61.36,1779.44,0
706,48,Male,4,Premium,Month-to-month,53.75,215.0,1
707,35,Female,50,Basic,One-year,80.12,4006.0,0
708,64,Male,26,Basic,One-year,100.72,2618.72,1
709,46,Female,60,Basic,Month-to-month,60.46,3627.6,1
710,68,Male,6,Premium,Two-year,36.25,217.5,1
711,65,Female,71,Basic,Month-to-month,110.54,7848.34,1
712,32,Male,38,Premium,One-year,64.85,2464.3,0
713,51,Female,50,Premium,Month-to-month,40.35,2017.5,0
714,44,Male,65,Premium,Two-year,72.66,4722.9,1
715,50,Male,27,Premium,One-year,63.01,1701.27,0
716,50,Male,14,Premium,Month-to-month,68.28,955.92,0
717,57,Female,41,Basic,Two-year,59.98,2459.18,1
718,67,Male,29,Premium,Two-year,118.92,3448.68,0
719,61,Male,59,Basic,One-year,118.55,6994.45,1
720,54,Female,41,Premium,Two-year,36.95,1514.95,0
721,45,Male,5,Premium,Month-to-month,102.43,512.15,1
722,35,Male,36,Basic,Two-year,90.07,3242.52,0
723,23,Female,10,Premium,One-year,95.71,957.1,0
724,40,Male,2,Basic,One-year,39.56,79.12,0
725,29,Male,40,Premium,Month-to-month,105.35,4214.0,1
726,55,Female,43,Basic,Two-year,90.08,3873.44,0
727,36,Female,24,Premium,Two-year,91.2,2188.8,1
728,29,Male,49,Premium,Month-to-month,117.41,5753.09,0
729,70,Female,41,Premium,One-year,107.57,4410.37,1
730,42,Male,70,Basic,One-year,59.11,4137.7,0
731,67,Female,16,Premium,Two-year,110.74,1771.84,0
732,70,Female,21,Basic,Month-to-month,68.69,1442.49,1
733,45,Male,10,Basic,Month-to-month,33.04,330.4,1
734,69,Male,51,Basic,One-year,91.1,4646.1,1
735,59,Male,16,Premium,Month-to-month,119.89,1918.24,0
736,58,Female,72,Basic,One-year,57.3,4125.6,1
737,30,Female,13,Premium,One-year,78.73,1023.49,1
738,57,Female,24,Basic,Month-to-month,72.12,1730.88,0
739,48,Male,72,Premium,Month-to-month,56.44,4063.68,1
740,46,Female,72,Premium,One-year,119.16,8579.52,1
741,52,Male,25,Premium,One-year,76.02,1900.5,0
742,21,Male,52,Basic,Two-year,97.39,5064.28,1
743,67,Male,47,Basic,Two-year,42.24,1985.28,0
744,31,Female,69,Premium,Two-year,43.67,3013.23,0
745,41,Male,12,Premium,Month-to-month,93.23,1118.76,1
746,48,Male,1,Premium,One-year,106.7,106.7,1
747,63,Male,27,Basic,One-year,53.83,1453.41,0
748,25,Male,61,Basic,Month-to-month,61.97,3780.17,0
749,23,Male,69,Basic,Month-to-month,90.99,6278.31,0
750,31,Female,41,Basic,Two-year,98.07,4020.87,0
751,24,Male,52,Basic,One-year,41.77,2172.04,0
752,28,Female,4,Premium,Month-to-month,33.11,132.44,1
753,66,Male,39,Premium,Two-year,86.94,3390.66,1
754,44,Male,32,Premium,Month-to-month,112.88,3612.16,0
755,21,Male,49,Premium,One-year,66.7,3268.3,0
756,41,Female,14,Basic,Two-year,82.16,1150.24,0
757,30,Female,65,Premium,One-year,73.95,4806.75,1
758,45,Female,44,Basic,Two-year,107.78,4742.32,1
759,43,Female,20,Basic,Month-to-month,111.33,2226.6,0
760,43,Female,42,Basic,One-year,48.22,2025.24,0
761,68,Male,66,Premium,Month-to-month,85.14,5619.24,1
762,39,Female,25,Premium,Month-to-month,62.89,1572.25,0
763,53,Male,71,Basic,Month-to-month,79.31,5631.01,0
764,43,Male,45,Basic,One-year,74.52,3353.4,0
765,55,Female,53,Basic,One-year,74.1,3927.3,1
766,19,Female,37,Basic,Month-to-month,72.47,2681.39,1
767,35,Female,37,Basic,Two-year,94.77,3506.49,0
768,27,Male,70,Premium,Month-to-month,88.88,6221.6,0
769,50,Male,60,Basic,Month-to-month,71.79,4307.4,0
770,57,Female,25,Premium,Two-year,84.17,2104.25,1
771,57,Male,29,Basic,Month-to-month,49.45,1434.05,1
772,65,Female,50,Basic,One-year,63.38,3169.0,1
773,35,Female,62,Basic,One-year,93.96,5825.52,1
774,58,Male,12,Basic,Two-year,63.25,759.0,0
775,23,Female,36,Premium,One-year,89.46,3220.56,0
776,34,Female,65,Premium,One-year,65.07,4229.55,1
777,33,Male,55,Basic,Two-year,33.89,1863.95,1
778,20,Male,45,Premium,Month-to-month,119.31,5368.95,1
779,61,Female,44,Basic,Month-to-month,79.56,3500.64,1
780,59,Male,52,Basic,Two-year,48.69,2531.88,1
781,68,Male,26,Basic,Month-to-month,102.04,2653.04,1
782,20,Male,59,Basic,Two-year,102.32,6036.88,0
783,60,Male,34,Basic,Month-to-month,86.81,2951.54,1
784,35,Female,37,Basic,Month-to-month,36.0,1332.0,0
785,70,Female,39,Premium,Month-to-month,48.39,1887.21,0
786,41,Female,1,Basic,Two-year,111.18,111.18,1
787,30,Female,15,Basic,Two-year,102.82,1542.3,1
788,44,Male,1,Basic,Month-to-month,57.86,57.86,0
789,34,Male,9,Premium,One-year,92.08,828.72,0
790,69,Male,33,Premium,Two-year,32.01,1056.33,1
791,26,Female,57,Premium,One-year,113.61,6475.77,0
792,32,Male,34,Basic,Two-year,85.68,2913.12,1
793,24,Female,56,Basic,Month-to-month,93.83,5254.48,0
794,50,Female,72,Premium,Two-year,78.35,5641.2,1
795,49,Female,6,Basic,One-year,88.86,533.16,1
796,61,Female,25,Premium,Month-to-month,98.14,2453.5,1
797,20,Male,30,Premium,Two-year,58.53,1755.9,1
798,70,Female,46,Premium,Two-year,106.1,4880.6,1
799,57,Female,69,Basic,Month-to-month,70.22,4845.18,0
800,70,Female,72,Premium,Two-year,43.82,3155.04,0
801,55,Female,68,Premium,Two-year,45.14,3069.52,0
802,27,Male,39,Premium,Two-year,77.37,3017.43,0
803,44,Female,63,Basic,Month-to-month,50.08,3155.04,0
804,40,Female,22,Premium,Month-to-month,94.21,2072.62,1
805,40,Female,46,Basic,Month-to-month,48.06,2210.76,1
806,51,Female,55,Basic,Month-to-month,51.13,2812.15,0
807,41,Female,48,Premium,One-year,53.64,2574.72,1
808,33,Female,7,Premium,Two-year,119.28,834.96,1
809,68,Male,57,Basic,Two-year,83.35,4750.95,1
810,64,Female,12,Premium,Month-to-month,117.05,1404.6,1
811,32,Male,39,Basic,One-year,51.76,2018.64,0
812,70,Male,31,Premium,Two-year,99.26,3077.06,1
813,66,Female,40,Premium,Two-year,68.35,2734.0,0
814,55,Male,10,Basic,One-year,35.21,352.1,1
815,59,Male,26,Premium,Month-to-month,104.12,2707.12,0
816,67,Male,25,Basic,One-year,48.13,1203.25,0
817,65,Female,67,Premium,Two-year,45.61,3055.87,1
818,41,Female,12,Basic,Month-to-month,62.37,748.44,0
819,66,Male,42,Premium,Two-year,52.2,2192.4,1
820,24,Female,39,Basic,Two-year,82.58,3220.62,0
821,48,Female,11,Premium,Month-to-month,44.02,484.22,1
822,40,Female,58,Basic,Month-to-month,84.67,4910.86,1
823,41,Male,4,Premium,Month-to-month,60.03,240.12,0
824,19,Male,58,Premium,Month-to-month,80.13,4647.54,1
825,25,Male,59,Basic,One-year,96.7,5705.3,0
826,33,Female,35,Premium,Two-year,43.64,1527.4,1
827,62,Female,9,Basic,Month-to-month,35.13,316.17,1
828,66,Male,41,Basic,Month-to-month,89.09,3652.69,0
829,31,Female,48,Premium,One-year,81.57,3915.36,0
830,50,Male,46,Basic,One-year,46.9,2157.4,0
831,58,Male,66,Premium,Month-to-month,60.32,3981.12,0
832,24,Male,48,Basic,Two-year,77.02,3696.96,0
833,51,Female,55,Premium,Two-year,45.72,2514.6,0
834,44,Male,28,Premium,Two-year,41.45,1160.6,0
835,56,Male,47,Premium,Month-to-month,97.27,4571.69,1
836,23,Male,49,Basic,Two-year,71.73,3514.77,0
837,62,Male,54,Premium,Month-to-month,98.99,5345.46,1
838,20,Male,59,Basic,One-year,106.94,6309.46,1
839,18,Female,31,Premium,One-year,57.85,1793.35,0
840,69,Female,36,Basic,Two-year,108.45,3904.2,0
841,53,Female,57,Basic,Month-to-month,100.0,5700.0,1
842,70,Male,30,Premium,Month-to-month,53.84,1615.2,1
843,34,Male,72,Basic,Month-to-month,105.13,7569.36,0
844,70,Female,26,Basic,One-year,49.54,1288.04,1
845,31,Female,49,Basic,One-year,101.42,4969.58,0
846,41,Male,2,Basic,One-year,86.86,173.72,0
847,42,Male,29,Premium,Two-year,30.25,877.25,1
848,33,Male,42,Basic,One-year,74.97,3148.74,0
849,35,Female,19,Premium,One-year,64.59,1227.21,1
850,23,Male,13,Basic,One-year,119.84,1557.92,0
851,53,Male,21,Premium,One-year,69.12,1451.52,0
852,53,Male,54,Premium,Two-year,118.86,6418.44,0
853,21,Male,2,Premium,Month-to-month,39.97,79.94,0
854,66,Male,38,Basic,One-year,110.61,4203.18,1
855,39,Female,37,Premium,One-year,37.22,1377.14,0
856,64,Male,30,Premium,Month-to-month,34.9,1047.0,0
857,19,Female,69,Basic,One-year,80.47,5552.43,0
858,35,Male,42,Basic,One-year,117.11,4918.62,0
859,31,Female,33,Premium,Month-to-month,113.77,3754.41,0
860,43,Female,27,Basic,One-year,77.82,2101.14,1
861,68,Male,47,Premium,Month-to-month,102.05,4796.35,0
862,38,Female,31,Premium,Two-year,79.43,2462.33,1
863,22,Female,70,Premium,One-year,97.67,6836.9,1
864,35,Female,7,Premium,One-year,77.73,544.11,1
865,62,Male,44,Basic,One-year,97.88,4306.72,1
866,28,Female,57,Premium,Two-year,59.65,3400.05,1
867,35,Male,45,Basic,Two-year,64.17,2887.65,1
868,45,Female,50,Premium,One-year,43.38,2169.0,0
869,69,Female,3,Basic,Month-to-month,97.43,292.29,0
870,64,Male,15,Premium,Two-year,44.25,663.75,0
871,54,Male,37,Premium,One-year,71.12,2631.44,1
872,48,Female,28,Basic,One-year,67.48,1889.44,0
873,34,Male,18,Premium,Two-year,58.99,1061.82,0
874,38,Male,32,Basic,Month-to-month,43.57,1394.24,0
875,22,Female,29,Premium,Month-to-month,71.63,2077.27,0
876,63,Male,11,Premium,One-year,103.53,1138.83,1
877,51,Female,66,Premium,One-year,58.29,3847.14,0
878,49,Female,36,Premium,One-year,70.75,2547.0,1
879,43,Male,37,Premium,One-year,86.94,3216.78,0
880,22,Female,25,Basic,Month-to-month,109.39,2734.75,0
881,43,Male,43,Basic,Month-to-month,61.46,2642.78,0
882,58,Female,53,Premium,Two-year,48.37,2563.61,0
883,27,Female,12,Premium,Month-to-month,107.34,1288.08,1
884,24,Female,5,Basic,Two-year,78.57,392.85,0
885,19,Male,66,Premium,One-year,90.1,5946.6,1
886,52,Female,55,Basic,Month-to-month,98.41,5412.55,1
887,55,Female,18,Premium,Two-year,38.17,687.06,1
888,66,Female,30,Premium,One-year,106.0,3180.0,1
889,56,Male,56,Premium,One-year,48.56,2719.36,0
890,29,Male,51,Premium,Two-year,99.59,5079.09,0
891,23,Male,72,Basic,Two-year,59.96,4317.12,1
892,57,Male,29,Basic,Two-year,112.44,3260.76,0
893,55,Male,22,Premium,One-year,80.34,1767.48,0
894,70,Male,46,Basic,One-year,52.19,2400.74,1
895,56,Female,43,Premium,One-year,57.09,2454.87,0
896,27,Female,59,Basic,Month-to-month,32.36,1909.24,1
897,49,Female,12,Basic,One-year,106.96,1283.52,0
898,69,Female,45,Premium,Two-year,113.76,5119.2,1
899,21,Male,32,Basic,One-year,47.42,1517.44,1
900,53,Male,49,Premium,Month-to-month,65.91,3229.59,1
901,21,Female,14,Basic,One-year,74.57,1043.98,1
902,43,Female,18,Premium,Two-year,80.18,1443.24,1
903,48,Male,10,Basic,One-year,57.6,576.0,0
904,32,Female,53,Premium,Two-year,119.13,6313.89,0
905,20,Male,70,Basic,Month-to-month,68.4,4788.0,1
906,31,Male,52,Basic,Month-to-month,54.63,2840.76,1
907,41,Male,71,Basic,Two-year,75.01,5325.71,1
908,21,Female,20,Basic,Month-to-month,54.33,1086.6,1
909,59,Male,14,Premium,Month-to-month,82.95,1161.3,0
910,29,Female,23,Premium,Two-year,68.66,1579.18,1
